0, 65536
1, 65536
2, 65536
3, 65536
4, 65536
5, 65536
6, 65536
7, 65536
8, 65536
9, 65536
10, 65536
11, 65536
12, 65536
13, 65536
14, 65536
15, 65536
16, 65536
17, 65536
18, 65536
19, 65536
20, 65536
21, 65536
22, 65536
23, 65536
24, 65536
25, 65536
26, 65536
27, 65536
28, 65536
29, 65536
30, 65536
31, 65536
32, 65536
33, 65536
34, 65536
35, 65536
36, 65536
37, 65536
38, 65536
39, 65536
40, 65536
41, 65536
42, 65536
43, 65536
44, 65536
45, 65536
46, 65536
47, 65536
48, 65536
49, 65536
50, 65536
51, 65536
52, 65536
53, 65536
54, 65536
55, 65536
56, 65536
57, 65536
58, 65536
59, 65536
60, 65536
61, 65536
62, 65536
63, 65536
64, 65536
65, 65536
66, 65536
67, 65536
68, 65536
69, 65536
70, 65536
71, 65536
72, 65536
73, 65536
74, 65536
75, 65536
76, 65536
77, 65536
78, 65536
79, 65536
80, 65536
81, 65536
82, 65536
83, 65536
84, 65536
85, 65536
86, 65536
87, 65536
88, 65536
89, 65536
90, 65536
91, 65536
92, 65536
93, 65536
94, 65536
95, 65536
96, 65536
97, 65536
98, 65536
99, 65536
100, 65536
101, 65536
102, 65536
103, 65536
104, 65536
105, 65536
106, 65536
107, 65536
108, 65536
109, 65536
110, 65536
111, 65536
112, 65536
113, 65536
114, 65536
115, 65536
116, 65536
117, 65536
118, 65536
119, 65536
120, 65536
121, 65536
122, 65536
123, 65536
124, 65536
125, 65536
126, 65536
127, 65536
128, 65536
129, 65536
130, 65536
131, 65536
132, 65536
133, 65536
134, 65536
135, 65536
136, 65536
137, 65536
138, 65536
139, 65536
140, 65536
141, 65536
142, 65536
143, 65536
144, 65536
145, 65536
146, 65536
147, 65536
148, 65536
149, 65536
150, 65536
151, 65536
152, 65536
153, 65536
154, 65536
155, 65536
156, 65536
157, 65536
158, 65536
159, 65536
160, 65536
161, 65536
162, 65536
163, 65536
164, 65536
165, 65536
166, 65536
167, 65536
168, 65536
169, 65536
170, 65536
171, 65536
172, 65536
173, 65536
174, 65536
175, 65536
176, 65536
177, 65536
178, 65536
179, 65536
180, 65536
181, 65536
182, 65536
183, 65536
184, 65536
185, 65536
186, 65536
187, 65536
188, 65536
189, 65536
190, 65536
191, 65536
192, 65536
193, 65536
194, 65536
195, 65536
196, 65536
197, 65536
198, 65536
199, 65536
200, 65536
201, 65536
202, 65536
203, 65536
204, 65536
205, 65536
206, 65536
207, 65536
208, 65536
209, 65536
210, 65536
211, 65536
212, 65536
213, 65536
214, 65536
215, 65536
216, 65536
217, 65536
218, 65536
219, 65536
220, 65536
221, 65536
222, 65536
223, 65536
224, 65536
225, 65536
226, 65536
227, 65536
228, 65536
229, 65536
230, 65536
231, 65536
232, 65536
233, 65536
234, 65536
235, 65536
236, 65536
237, 65536
238, 65536
239, 65536
240, 65536
241, 65536
242, 65536
243, 65536
244, 65536
245, 65536
246, 65536
247, 65536
248, 65536
249, 65536
250, 65536
251, 65536
252, 65536
253, 65536
254, 65536
255, 65536
